Age,Gender,Study_Hours_per_Week,Preferred_Learning_Style,Online_Courses_Completed,Participation_in_Discussions,Assignment_Completion_Rate (%),Exam_Score (%),Attendance_Rate,Use_of_Educational_Tech,Self_Reported_Stress_Level,Time_Spent_on_Social_Media (hours/week),Sleep_Hours_per_Night,Final_Grade
19,0,24,3,4,1,100,50,80,1,0,25,7,3
18,1,11,0,13,0,62,90,78,1,2,16,4,0
21,0,35,1,0,1,81,45,61,1,2,21,8,3
19,0,25,1,17,0,88,86,90,1,1,1,8,0
29,0,35,3,2,0,68,88,50,0,2,1,10,0
27,0,20,1,7,1,54,51,82,0,2,6,7,3
25,0,20,3,18,0,65,56,54,1,1,0,6,2
24,1,32,2,20,1,87,56,71,1,0,13,6,2
21,1,9,0,17,0,84,58,91,1,2,9,10,2
28,0,33,3,18,0,69,44,76,0,0,25,7,3
20,1,24,2,1,0,69,75,70,1,2,19,6,1
29,0,38,0,15,1,64,85,94,1,1,28,5,0
29,0,6,3,10,0,68,46,58,1,1,13,7,3
27,0,12,3,13,1,94,55,67,1,1,16,7,2
18,1,9,3,9,0,65,75,85,0,1,14,6,1
23,1,20,2,16,1,88,53,53,1,1,23,8,3
21,1,21,1,17,1,74,84,81,1,2,18,8,1
19,1,5,3,4,1,94,91,71,1,0,17,5,0
18,1,9,1,13,0,58,81,52,0,0,3,7,1
23,0,34,2,19,0,100,42,89,1,2,1,4,3
24,0,22,3,7,1,89,82,55,1,2,21,8,1
28,1,14,0,20,0,94,71,78,1,2,24,7,1
23,1,23,0,4,0,67,84,78,1,1,21,9,1
19,1,35,3,14,0,86,46,62,0,2,23,8,3
22,1,12,1,8,1,77,74,76,1,2,6,7,1
23,1,43,2,16,1,88,70,100,1,2,0,4,1
25,1,49,0,12,0,57,51,82,0,2,9,8,3
21,1,40,3,5,0,89,59,80,1,0,19,5,2
20,1,47,0,3,0,63,46,52,0,0,23,10,3
25,1,34,2,8,1,51,49,86,1,0,10,5,3
28,1,42,0,10,1,77,92,97,1,0,8,7,0
27,1,23,2,5,0,65,58,98,0,2,2,7,2
29,1,40,0,18,1,65,60,77,1,1,14,9,2
26,1,41,3,5,0,65,96,87,1,2,8,6,0
20,1,27,2,9,1,93,45,85,1,0,16,10,3
28,1,29,2,14,0,74,60,84,1,0,13,5,2
28,1,15,0,3,1,67,55,86,1,0,20,9,2
27,0,33,0,10,1,77,57,82,1,1,17,10,2
23,1,41,3,17,1,94,55,83,0,2,5,9,2
19,0,40,2,11,1,100,42,83,1,2,9,5,3
24,1,7,2,20,1,69,67,68,1,2,15,6,2
22,0,45,1,10,0,100,80,84,0,2,7,7,1
23,0,8,1,4,1,89,54,99,1,1,30,4,3
25,0,27,0,9,0,87,95,55,1,2,16,4,0
18,1,14,3,2,0,83,91,98,1,2,24,4,0
19,0,11,1,13,0,54,95,67,1,2,12,10,0
18,1,16,3,15,0,80,76,100,1,2,12,5,1
26,0,34,0,5,1,64,62,61,0,2,5,9,2
29,0,27,2,6,1,96,55,75,1,0,5,5,2
25,1,18,3,17,1,78,56,67,1,2,16,4,2
29,1,18,1,17,1,55,51,94,1,2,30,6,3
19,0,22,0,18,1,86,42,86,0,2,18,6,3
19,0,9,2,12,1,65,59,95,0,0,4,4,2
29,0,33,2,4,0,74,68,90,1,2,0,9,2
20,0,27,2,4,0,52,48,62,1,1,18,9,3
18,1,22,2,7,1,71,84,59,1,2,0,9,1
26,0,21,3,8,1,56,77,94,1,0,22,10,1
23,0,45,0,13,0,63,72,93,1,2,6,7,1
22,0,29,0,8,1,87,99,86,1,1,3,10,0
24,1,22,3,6,1,73,55,86,1,2,3,7,2
27,0,6,3,20,1,93,96,91,1,0,27,10,0
24,1,8,2,18,1,62,71,90,1,1,8,7,1
24,1,46,2,11,1,96,65,72,1,2,20,4,2
25,1,37,3,4,1,95,54,88,0,2,19,4,3
28,0,33,1,14,0,83,83,72,1,0,23,4,1
21,0,15,0,7,1,91,50,85,1,2,23,9,3
25,1,37,3,7,1,50,99,78,1,1,6,9,0
25,0,33,0,11,1,57,67,52,1,0,7,8,2
28,1,12,2,12,0,67,58,85,1,2,1,9,2
26,1,43,0,9,1,55,55,57,1,2,21,10,2
25,1,39,3,10,1,52,69,93,1,0,23,4,2
23,1,42,2,16,0,90,90,74,1,0,2,9,0
26,0,47,2,7,0,53,99,96,0,0,6,7,0
27,0,48,1,16,1,81,75,85,1,1,23,6,1
19,1,35,2,18,0,77,93,81,1,2,8,4,0
23,0,38,2,15,1,73,45,60,0,0,3,9,3
26,1,26,1,4,0,96,91,83,1,1,18,8,0
20,1,31,1,20,0,98,64,69,1,2,24,10,2
18,0,19,3,2,1,92,82,95,0,1,6,10,1
27,0,23,1,19,0,65,70,78,1,1,28,4,1
20,0,21,3,1,1,54,54,65,1,0,25,6,3
25,0,20,3,9,1,85,98,66,0,2,21,5,0
20,1,21,1,10,0,69,49,75,0,1,12,5,3
22,0,13,2,13,0,95,44,66,1,0,21,4,3
28,1,8,2,10,1,83,89,71,1,2,4,7,0
29,0,8,1,19,1,72,44,67,1,0,21,9,3
24,1,22,1,7,0,73,75,56,0,1,30,4,1
26,0,37,0,18,0,83,90,95,0,0,5,6,0
28,0,26,1,2,0,83,93,79,1,1,6,9,0
18,1,14,2,0,0,83,57,57,1,2,8,9,2
22,1,8,1,7,1,93,73,53,1,2,1,7,1
29,1,16,3,20,0,57,70,66,1,0,5,9,1
26,1,8,1,12,1,75,93,73,1,2,10,6,0
24,0,26,0,4,0,91,64,69,1,2,14,8,2
19,0,6,2,20,1,94,69,81,1,1,8,10,2
21,1,24,3,2,0,77,76,56,0,2,13,4,1
26,0,21,2,7,0,68,93,64,1,1,24,7,0
27,1,11,3,1,0,100,82,96,1,1,14,10,1
25,1,33,0,10,1,95,86,51,0,2,12,5,0
21,0,41,3,1,1,75,91,99,0,0,16,9,0
21,0,5,3,15,0,54,72,67,0,2,24,4,1
18,0,14,1,3,0,54,53,86,0,1,29,4,3
20,1,43,3,20,1,74,91,84,0,2,26,6,0
28,0,7,3,11,1,89,68,74,0,2,20,4,2
26,1,12,0,14,1,67,63,81,0,2,23,8,2
20,1,18,1,20,1,87,96,59,1,0,20,8,0
18,1,26,3,5,0,82,81,69,0,1,25,5,1
27,1,23,1,12,0,96,90,100,1,1,9,8,0
27,0,44,2,11,0,63,72,51,1,1,13,9,1
22,0,45,2,3,0,66,92,73,0,2,30,6,0
21,1,11,2,6,0,100,50,87,1,1,29,4,3
21,1,16,0,4,1,60,54,97,0,1,12,5,3
21,0,26,3,16,1,73,99,91,1,0,5,6,0
26,0,23,2,4,0,95,82,72,1,2,25,9,1
25,0,28,0,17,1,89,54,99,1,1,7,5,3
18,1,37,3,7,0,100,51,58,1,0,29,10,3
21,0,32,2,16,0,88,59,84,1,2,20,4,2
26,1,47,3,0,0,61,66,55,1,0,21,9,2
25,0,46,2,2,1,99,59,58,1,2,19,9,2
23,1,41,0,6,1,53,82,67,0,2,10,5,1
23,1,18,2,14,1,59,71,51,1,1,20,7,1
23,1,27,3,9,0,82,91,77,0,2,15,7,0
25,0,38,3,6,1,87,51,64,0,2,28,8,3
23,0,20,2,10,0,97,58,70,0,1,27,5,2
19,1,10,1,9,0,63,72,65,0,2,9,5,1
29,1,27,0,16,1,73,43,61,0,0,18,7,3
23,1,20,3,8,0,59,77,84,1,2,29,9,1
28,0,22,3,7,1,99,94,57,1,2,23,4,0
18,1,37,3,19,1,74,53,85,1,2,25,8,3
21,0,28,0,11,1,73,49,52,1,0,7,9,3
19,0,30,0,3,0,77,92,75,1,0,17,5,0
20,1,28,3,5,1,80,40,70,1,2,30,7,3
29,0,43,1,17,1,71,79,63,0,2,6,8,1
20,1,33,3,9,0,86,100,90,1,0,26,8,0
29,0,46,0,11,1,72,97,79,1,1,30,7,0
18,1,30,0,1,0,87,50,62,1,2,15,8,3
24,1,44,3,20,1,65,60,53,1,0,15,6,2
28,0,44,2,9,1,67,62,63,0,2,1,5,2
21,1,35,0,2,1,72,68,71,1,1,20,6,2
19,0,28,0,13,0,88,70,50,0,2,24,6,1
26,1,16,3,14,0,59,54,52,1,2,10,6,3
20,1,26,0,4,1,56,78,87,1,2,3,10,1
18,1,20,1,16,0,90,64,58,0,1,3,6,2
21,1,11,1,1,0,98,78,60,1,2,3,9,1
28,1,26,2,4,1,54,54,88,1,2,0,10,3
25,1,9,2,9,1,66,82,84,1,0,7,5,1
26,0,22,1,12,1,88,94,79,0,0,17,6,0
18,0,48,1,1,0,77,52,73,1,1,22,4,3
24,0,40,0,2,0,89,55,54,1,2,28,4,2
18,1,12,0,18,0,56,67,71,0,1,18,4,2
25,0,6,3,11,0,92,64,91,1,2,0,8,2
25,0,47,0,7,0,98,41,96,1,2,9,5,3
29,1,47,3,7,1,62,88,99,1,0,5,5,0
22,1,42,0,20,0,57,65,93,1,2,3,8,2
18,1,41,0,10,1,91,80,82,1,2,15,4,1
18,0,39,3,6,0,100,60,52,1,0,7,10,2
18,0,32,2,3,1,52,42,94,1,1,28,7,3
26,1,48,2,13,1,93,75,74,1,1,15,8,1
28,1,30,3,12,1,57,73,93,1,2,18,10,1
20,1,29,0,17,1,75,54,89,1,2,1,8,3
24,1,28,0,2,0,50,51,62,1,2,30,7,3
18,1,33,1,8,0,76,64,91,1,2,30,5,2
18,0,46,0,15,1,61,92,91,1,0,22,10,0
28,0,37,1,2,1,50,99,50,0,2,1,9,0
28,0,34,0,13,0,77,87,74,1,1,23,8,0
21,1,43,1,5,1,91,91,80,0,0,2,6,0
28,0,40,1,19,1,84,75,96,1,2,26,10,1
18,1,44,3,20,1,82,63,60,0,2,27,9,2
18,0,49,3,9,0,67,46,88,0,2,19,10,3
26,0,48,2,14,0,60,47,61,1,1,0,9,3
20,1,28,1,17,0,59,68,50,1,1,21,6,2
18,1,39,1,17,1,69,94,75,0,2,22,7,0
27,1,11,3,1,1,57,46,91,1,2,5,10,3
28,1,33,1,13,0,70,64,96,1,2,8,4,2
25,0,47,3,0,1,86,71,88,1,1,19,7,1
24,0,9,0,15,0,60,100,68,1,2,16,10,0
20,1,9,1,5,0,50,72,83,0,0,26,5,1
18,1,32,2,12,0,72,77,89,1,2,24,8,1
21,0,28,2,7,0,83,81,66,1,0,25,7,1
24,1,42,2,18,0,92,70,98,1,0,13,8,1
22,1,49,1,18,0,86,93,76,0,1,23,4,0
27,1,46,2,16,1,86,63,57,1,1,19,8,2
25,0,6,3,7,0,87,72,57,1,1,27,9,1
29,1,34,0,8,1,83,91,84,0,2,11,4,0
26,0,34,1,8,0,83,79,67,1,1,16,8,1
24,1,49,1,8,1,54,51,53,1,1,9,8,3
19,0,9,1,10,1,81,95,79,1,2,6,4,0
24,0,34,0,17,0,78,57,59,0,1,3,9,2
29,0,44,2,16,0,62,97,87,1,2,13,8,0
18,1,19,1,10,1,81,46,92,0,0,11,6,3
29,0,15,1,11,1,96,71,89,1,0,11,5,1
29,1,18,1,12,0,63,50,70,1,1,13,6,3
19,0,36,2,5,0,85,83,88,0,1,22,7,1
23,0,30,0,3,1,99,82,100,1,1,1,8,1
26,0,37,1,1,1,71,87,63,0,2,1,4,0
20,1,38,3,13,1,86,98,76,1,0,14,4,0
19,0,11,2,10,1,79,44,81,1,1,23,5,3
27,1,19,0,10,1,52,91,93,0,2,3,6,0
25,1,13,3,7,0,99,55,94,0,1,30,7,2
25,1,13,0,20,1,66,71,52,0,1,26,7,1
18,1,20,0,0,0,77,45,57,1,1,16,6,3
21,0,31,2,17,0,88,94,87,1,2,6,10,0
24,1,15,0,5,1,99,93,59,1,0,22,6,0
22,0,28,1,5,1,98,99,53,1,0,23,8,0
18,1,11,1,3,0,88,98,96,1,2,16,7,0
27,1,43,3,10,1,73,69,61,1,2,7,4,2
29,0,30,1,20,1,93,61,94,0,1,14,7,2
27,0,11,1,12,1,91,55,95,1,1,6,5,2
24,0,43,2,18,1,97,50,62,1,2,21,9,3
18,1,36,0,1,1,79,52,83,0,2,22,6,3
23,1,31,0,15,0,60,70,82,1,1,13,4,1
28,1,42,3,19,1,64,67,89,1,2,3,6,2
18,1,48,2,13,1,76,55,66,0,1,19,6,2
28,1,16,0,3,0,67,56,72,1,1,13,10,2
23,0,42,1,20,1,94,50,93,1,1,3,6,3
28,1,25,0,8,0,86,43,52,0,2,9,5,3
22,1,10,2,7,0,77,88,76,1,1,14,7,0
25,1,22,2,2,1,88,73,99,1,1,30,6,1
22,1,29,0,2,1,91,66,65,0,2,12,4,2
28,1,31,2,2,0,63,94,91,1,1,23,5,0
20,1,13,0,20,1,71,58,100,1,2,6,9,2
25,1,20,1,4,1,65,94,55,1,2,15,6,0
25,0,28,2,20,0,53,91,51,1,0,25,6,0
19,0,40,2,10,1,85,92,96,0,1,19,8,0
26,0,33,2,6,1,77,90,95,0,0,24,8,0
21,0,33,1,16,0,62,60,84,1,1,26,5,2
18,0,21,3,2,1,65,73,98,1,2,27,10,1
29,1,37,0,5,0,88,80,67,1,0,12,9,1
21,0,7,1,9,0,98,57,93,1,1,14,5,2
26,0,16,2,19,1,89,73,71,0,1,24,5,1
21,1,40,2,7,0,84,75,81,1,2,16,10,1
23,0,13,3,12,1,96,61,69,1,1,22,4,2
23,0,15,1,20,1,98,92,68,1,2,27,8,0
26,1,8,0,8,1,56,75,89,0,0,14,4,1
20,0,48,0,12,1,67,93,69,0,2,14,5,0
29,1,47,2,17,1,57,99,54,0,0,8,6,0
21,0,44,3,7,1,87,78,60,0,0,17,4,1
29,0,36,1,19,1,52,46,73,1,2,6,9,3
26,0,10,3,8,1,92,60,91,1,2,29,10,2
23,1,25,2,1,0,75,79,80,1,2,16,10,1
22,1,19,0,8,0,66,86,83,1,1,19,4,0
27,0,25,1,20,0,52,59,59,1,2,16,10,2
24,1,24,0,19,1,67,92,90,1,0,2,6,0
25,1,17,2,20,1,70,82,97,1,1,16,10,1
25,1,17,1,8,1,54,100,59,0,2,25,10,0
27,1,30,1,6,1,98,87,84,0,2,28,7,0
29,0,5,0,7,1,89,83,96,1,2,25,5,1
29,1,37,0,3,1,62,76,71,1,1,2,9,1
26,0,12,3,8,0,50,67,79,1,2,24,4,2
21,0,28,2,4,1,91,90,89,0,0,19,6,0
25,0,48,0,17,1,73,41,90,1,1,17,8,3
29,0,8,3,5,1,88,50,78,1,0,21,7,3
18,1,27,2,7,1,99,91,64,0,0,7,4,0
25,0,32,2,3,1,69,61,88,1,2,0,5,2
19,1,30,3,6,1,80,50,70,1,2,14,9,3
26,0,15,2,16,0,81,82,60,1,1,3,10,1
22,0,45,0,19,1,90,99,56,1,0,21,4,0
27,0,16,0,11,1,100,57,91,1,1,14,4,2
26,0,14,0,18,1,72,75,65,1,2,22,5,1
25,0,7,1,6,1,53,62,70,1,2,13,9,2
20,0,46,1,9,1,50,60,57,0,2,27,4,2
28,0,10,0,10,1,78,91,68,1,2,12,9,0
25,0,31,0,0,0,60,52,72,0,2,3,10,3
23,1,29,0,12,0,50,57,94,1,2,11,8,2
26,1,11,0,7,1,93,41,58,0,2,22,10,3
22,0,37,1,7,1,88,53,66,1,2,16,8,3
21,1,20,3,3,1,87,79,69,1,0,1,7,1
28,1,33,1,7,1,93,49,72,1,1,30,6,3
25,1,47,1,9,0,86,87,83,1,2,5,6,0
21,0,35,2,18,0,97,89,80,1,1,20,5,0
26,0,28,2,17,1,79,92,78,1,0,1,8,0
28,0,42,1,11,0,68,53,62,1,2,20,7,3
29,0,20,2,8,0,94,66,75,1,1,16,5,2
26,0,24,0,20,0,74,85,53,1,2,14,5,0
20,0,24,1,8,1,95,47,85,1,1,17,4,3
20,1,29,2,20,1,50,84,96,0,2,14,9,1
24,1,34,0,14,1,63,72,97,1,1,23,5,1
27,1,17,0,1,1,69,45,68,1,2,24,8,3
19,0,46,2,0,0,71,46,70,0,1,25,10,3
25,0,31,0,11,0,53,72,97,1,2,23,8,1
20,0,25,3,11,1,77,69,59,1,2,25,5,2
21,0,47,2,3,1,73,68,95,0,1,9,8,2
19,0,5,3,6,1,57,49,66,1,2,30,9,3
19,1,6,1,14,1,76,72,56,1,1,10,5,1
19,1,35,1,18,0,61,56,61,0,2,14,8,2
19,1,23,1,0,1,92,62,77,0,2,24,9,2
27,0,11,2,14,1,65,40,78,1,1,29,7,3
27,0,45,0,9,1,80,68,100,1,1,7,6,2
22,1,5,3,3,0,65,52,57,1,2,19,7,3
27,1,46,0,16,0,81,40,85,1,2,25,8,3
29,1,48,3,1,0,96,80,82,1,0,13,8,1
22,0,49,2,16,0,53,62,94,0,2,27,9,2
24,1,19,0,20,0,53,66,91,1,0,13,5,2
26,1,14,2,17,1,98,79,78,1,2,8,7,1
20,0,19,1,9,1,90,47,70,1,0,8,4,3
18,1,35,1,12,0,100,62,91,1,1,21,4,2
21,0,28,2,11,0,66,69,92,0,1,24,4,2
22,1,8,1,4,1,75,71,82,1,1,24,10,1
24,0,43,1,4,1,83,62,87,1,1,29,10,2
19,0,19,2,4,0,79,100,69,1,2,9,8,0
23,0,27,2,9,1,79,94,83,1,1,0,7,0
21,0,12,1,0,1,71,92,55,0,2,29,6,0
20,0,33,2,17,0,73,70,78,0,1,14,9,1
27,1,24,0,0,1,71,83,98,1,0,2,4,1
26,0,33,1,7,0,70,81,90,0,0,12,8,1
24,1,35,0,13,0,67,51,91,1,2,29,8,3
26,1,10,1,1,1,69,66,59,0,2,26,4,2
26,0,28,3,18,0,85,81,79,0,1,26,4,1
19,0,32,3,11,0,65,93,81,1,1,8,8,0
22,1,27,2,15,0,66,72,95,1,1,18,8,1
24,1,47,2,9,1,64,66,84,1,1,3,10,2
18,0,35,0,13,1,86,71,61,0,2,11,5,1
26,0,10,3,15,1,69,95,77,1,1,11,10,0
27,1,28,1,0,1,85,91,74,1,2,9,9,0
22,1,47,2,14,1,78,95,70,1,2,12,4,0
29,1,15,2,5,0,58,65,100,1,0,24,9,2
18,1,46,2,20,0,90,44,84,1,2,22,9,3
27,1,41,3,11,1,87,43,83,1,2,3,5,3
25,1,41,2,14,0,66,87,80,1,2,28,5,0
27,1,6,3,1,1,90,95,97,1,1,3,9,0
22,1,27,1,0,1,66,74,62,1,2,0,7,1
22,0,46,3,0,1,78,68,53,1,1,20,4,2
24,1,8,0,10,1,53,57,64,1,2,27,10,2
27,0,18,1,18,1,93,54,63,0,2,23,5,3
20,1,49,3,12,1,91,51,76,1,1,29,8,3
20,0,6,3,18,0,50,44,86,1,1,12,5,3
19,1,20,1,3,1,79,57,89,0,0,1,4,2
22,0,11,2,17,0,74,78,96,1,0,3,6,1
24,0,47,2,6,1,78,94,63,0,2,0,8,0
18,0,39,3,13,0,78,77,98,1,2,21,7,1
20,1,15,1,17,0,77,85,67,1,1,4,5,0
22,0,24,3,14,0,55,95,54,1,1,5,4,0
19,0,37,0,0,1,77,89,56,0,0,22,9,0
26,0,12,2,20,1,51,42,72,1,2,3,7,3
19,0,13,3,14,1,85,82,94,1,0,27,6,1
21,0,10,3,6,1,58,87,55,1,2,9,9,0
28,1,40,2,7,1,82,74,81,0,1,3,5,1
24,1,15,0,18,1,72,81,70,1,2,30,7,1
25,0,27,3,10,1,53,88,96,1,1,1,8,0
27,1,20,1,8,0,76,58,83,1,2,27,8,2
19,1,17,1,14,0,54,45,52,1,1,17,6,3
18,0,18,1,8,0,63,48,51,1,2,21,10,3
19,1,35,3,1,0,59,95,64,1,2,26,6,0
25,1,8,1,6,1,94,81,63,0,0,16,5,1
19,1,13,1,2,0,93,70,63,1,1,24,6,1
26,0,24,3,16,0,76,62,77,1,0,1,8,2
21,0,45,0,18,1,81,89,81,0,1,13,6,0
19,0,10,0,8,1,95,58,70,1,1,12,5,2
29,1,18,2,19,1,53,99,95,0,2,30,10,0
25,0,32,0,16,1,64,94,59,1,0,28,9,0
29,0,24,1,3,1,99,71,98,1,2,21,10,1
18,0,5,3,1,1,57,63,98,1,1,5,9,2
24,1,7,1,15,0,76,62,99,1,2,12,8,2
23,0,35,2,14,1,72,45,81,0,2,15,5,3
18,1,11,0,13,1,72,64,66,1,1,29,4,2
29,0,20,3,0,0,78,47,60,1,2,28,9,3
24,0,11,3,2,1,63,95,56,1,1,8,5,0
25,0,40,2,2,1,76,54,87,0,1,27,8,3
23,1,42,0,14,1,62,43,61,1,2,24,9,3
21,0,29,3,3,0,74,70,87,1,2,8,4,1
20,0,35,2,14,1,66,58,62,0,0,29,6,2
29,1,24,2,17,1,81,80,88,1,1,29,10,1
29,1,45,3,3,1,67,46,62,0,2,10,8,3
25,1,37,0,16,1,82,67,64,1,0,11,5,2
27,1,46,2,19,1,65,94,68,1,2,13,4,0
19,0,41,1,19,1,76,47,80,1,2,22,4,3
29,0,10,0,0,1,97,58,72,1,2,23,7,2
28,0,9,1,18,0,60,70,86,0,1,18,10,1
25,1,16,0,9,1,72,91,64,0,1,14,5,0
21,0,5,1,3,1,89,100,70,0,1,28,5,0
27,0,30,1,3,0,65,68,58,1,2,21,6,2
18,1,17,3,1,0,93,62,60,1,2,21,8,2
25,1,44,1,1,1,62,53,59,1,1,30,6,3
18,1,29,2,13,1,69,72,75,1,0,19,4,1
24,1,7,0,8,1,90,98,58,1,2,6,7,0
25,0,5,2,8,0,76,77,50,0,2,10,9,1
26,0,47,3,15,1,92,69,89,0,2,5,8,2
29,0,16,3,15,0,68,82,72,1,1,7,9,1
24,1,20,2,14,0,58,45,73,0,2,23,6,3
23,1,21,0,1,1,97,89,100,0,2,30,8,0
29,0,41,2,4,1,73,87,69,1,1,17,5,0
26,1,6,0,0,1,63,51,73,1,2,11,8,3
24,1,40,2,16,1,97,48,85,1,2,5,8,3
22,0,26,2,1,0,94,84,60,1,2,16,4,1
29,1,38,0,5,1,73,51,77,1,2,12,4,3
26,0,42,3,4,1,72,99,56,1,1,19,5,0
27,1,41,1,12,0,66,51,70,1,2,3,4,3
21,0,24,2,12,1,71,74,79,1,1,16,5,1
22,0,33,3,19,0,67,94,83,0,2,28,6,0
21,1,39,1,0,1,89,51,76,1,1,3,9,3
27,1,12,0,7,1,91,54,95,1,2,29,4,3
18,0,13,2,7,1,53,52,51,1,2,27,7,3
21,1,36,2,16,0,96,63,93,0,2,22,4,2
21,1,47,1,18,1,50,47,84,1,1,30,5,3
24,1,29,3,5,0,50,90,60,1,2,12,4,0
23,1,39,2,10,1,92,52,82,1,2,5,7,3
23,1,20,0,17,1,78,59,99,1,2,20,10,2
23,1,20,1,5,1,55,99,93,1,0,25,9,0
24,0,23,1,13,0,71,69,85,1,1,15,9,2
18,1,44,0,5,0,73,42,61,1,2,7,5,3
28,1,7,1,14,0,63,82,67,0,0,20,7,1
28,1,11,2,5,0,51,46,97,1,2,16,9,3
24,1,21,1,12,1,79,71,56,1,0,6,10,1
18,0,49,1,15,1,76,80,56,1,0,12,6,1
18,1,9,1,0,0,63,50,68,1,0,28,10,3
19,0,42,0,9,1,72,85,60,1,2,12,5,0
25,1,38,1,15,1,60,49,98,1,2,4,10,3
19,1,7,3,0,1,70,50,68,1,1,18,8,3
22,0,13,3,17,1,98,53,54,1,2,26,8,3
22,0,27,1,11,1,78,86,100,0,1,14,7,0
18,1,18,2,8,0,51,62,53,1,0,3,4,2
29,0,46,2,13,1,80,74,94,1,1,20,4,1
27,0,16,1,12,1,52,66,83,0,1,22,6,2
18,0,33,2,13,1,67,68,100,1,1,0,6,2
18,0,9,1,6,0,52,97,61,1,0,27,4,0
24,0,8,2,9,1,78,68,100,1,1,21,6,2
25,1,33,2,0,1,75,40,61,1,1,25,8,3
29,1,19,2,11,1,73,80,51,1,2,13,9,1
19,0,6,0,16,1,63,74,61,1,2,4,6,1
21,0,11,2,5,0,100,72,93,1,1,30,6,1
28,1,46,1,3,1,99,95,98,1,2,1,5,0
27,0,48,3,11,1,79,45,73,1,2,6,7,3
28,1,26,0,12,1,52,87,64,1,1,7,4,0
26,0,5,2,0,1,72,56,59,1,2,14,6,2
24,1,11,3,18,0,58,43,91,1,1,3,5,3
23,1,23,0,17,1,63,74,99,0,2,0,4,1
23,1,24,1,9,1,65,60,58,1,0,29,9,2
20,0,16,1,5,1,96,49,98,0,1,20,9,3
18,0,9,3,11,1,69,70,57,0,1,29,6,1
28,0,36,3,11,0,83,58,54,1,1,9,6,2
23,1,20,2,14,1,65,56,93,0,2,5,7,2
28,1,18,2,5,1,80,94,69,1,0,19,7,0
29,1,34,1,1,0,75,80,59,1,2,15,5,1
25,1,41,0,10,0,79,60,86,0,2,23,5,2
28,1,27,0,16,1,53,41,51,1,2,21,9,3
21,0,10,2,10,0,60,64,66,1,2,0,6,2
29,1,5,1,8,0,75,99,82,1,2,19,10,0
26,1,44,2,7,0,53,79,95,1,1,19,7,1
21,1,26,2,0,0,72,78,50,1,2,1,9,1
23,1,22,2,14,0,99,60,75,1,2,10,8,2
29,1,35,0,14,1,65,51,100,0,0,3,4,3
27,0,25,2,13,0,73,94,50,1,1,4,5,0
20,1,5,3,1,1,83,95,94,1,2,14,10,0
27,0,23,3,17,0,66,90,74,0,2,23,9,0
24,0,31,1,1,1,69,68,92,1,2,12,9,2
23,0,16,1,1,0,91,59,95,1,2,22,6,2
20,1,29,3,20,0,86,97,67,0,2,6,10,0
22,0,7,0,8,1,64,85,88,1,1,22,9,0
19,0,27,3,20,1,84,86,96,1,2,29,6,0
20,0,49,1,11,0,66,100,65,1,2,7,4,0
25,0,19,2,13,0,54,60,75,1,2,21,6,2
21,1,28,2,10,1,87,56,96,0,2,25,5,2
18,0,31,1,13,0,93,40,61,1,0,8,8,3
24,0,15,3,9,1,95,87,85,0,2,28,8,0
23,0,43,3,16,0,54,74,80,0,1,26,6,1
23,0,31,2,19,1,62,76,92,1,2,0,6,1
21,1,15,2,19,1,92,76,81,1,2,10,4,1
28,0,8,2,6,0,62,66,97,0,1,9,8,2
20,1,36,0,13,0,51,77,81,1,2,13,8,1
25,1,38,3,20,1,70,82,56,1,1,15,6,1
27,1,40,3,11,1,93,77,68,1,1,8,5,1
20,0,10,3,8,0,91,55,78,1,1,8,8,2
22,0,17,2,8,1,59,54,96,1,2,24,4,3
20,1,36,2,12,0,95,46,97,1,0,18,6,3
28,1,40,1,16,1,93,78,67,1,1,21,4,1
21,0,7,0,11,0,65,87,84,1,2,20,5,0
19,1,14,2,7,0,51,93,67,1,0,15,5,0
24,1,43,2,5,1,55,70,75,1,0,28,8,1
26,1,46,3,2,0,96,80,86,0,1,21,9,1
22,0,42,2,18,0,90,68,69,0,2,26,4,2
24,0,29,2,8,1,72,89,92,1,1,22,5,0
22,1,34,0,9,1,96,83,84,0,2,0,9,1
22,1,38,1,10,1,76,42,83,1,2,30,4,3
29,1,49,1,19,1,90,72,70,1,0,28,9,1
26,1,25,3,8,0,62,61,69,0,1,5,7,2
20,0,36,0,3,0,69,58,61,1,1,14,9,2
27,0,43,0,0,0,64,74,53,0,1,30,5,1
27,1,40,2,19,1,54,45,82,0,1,8,10,3
26,1,38,0,13,0,52,49,97,1,1,15,7,3
18,0,8,3,15,1,88,79,92,1,1,4,4,1
29,0,13,0,0,1,73,76,79,0,0,16,6,1
28,1,5,3,2,1,58,86,70,1,2,5,4,0
23,0,28,0,9,1,56,93,82,1,2,9,4,0
27,1,11,0,5,0,53,69,52,1,1,8,7,2
25,0,43,3,4,1,73,64,77,0,1,7,7,2
23,0,35,1,0,1,75,72,65,1,1,17,9,1
21,0,34,0,9,1,92,68,92,0,1,22,9,2
24,0,28,2,13,0,71,52,52,1,2,6,10,3
29,0,29,2,12,1,53,47,74,0,2,0,5,3
18,1,13,3,13,0,86,66,62,0,2,4,6,2
27,1,17,2,16,1,99,74,99,1,2,20,7,1
26,0,11,0,19,1,80,72,98,1,2,28,5,1
20,0,27,2,1,1,80,62,97,1,1,9,6,2
22,1,14,0,10,1,77,44,52,0,2,9,9,3
